"","model","sample","variable","importance"
"357","RF_MSE",2,"ind_bm_ia",0.0183439762617175
"358","RF_MAE",2,"ind_bm_ia",0.0182949192475144
"359","NN1_MSE",2,"ind_bm_ia",0.0166444985512574
"360","NN1_MAE",2,"ind_bm_ia",0.016857708331255
"361","NN2_MSE",2,"ind_bm_ia",0.0168898387269034
"362","NN2_MAE",2,"ind_bm_ia",0.0168485087085639
"363","NN3_MSE",2,"ind_bm_ia",0.01675126747808
"364","NN3_MAE",2,"ind_bm_ia",0.016851316886636
"365","NN4_MSE",2,"ind_bm_ia",0.0168907978147086
"366","NN4_MAE",2,"ind_bm_ia",0.0172067653434609
"367","NN5_MSE",2,"ind_bm_ia",0.0169736126841092
"368","NN5_MAE",2,"ind_bm_ia",0.0168086338185897
"369","LM_MSE",3,"ind_bm_ia",0.0155531977739704
"370","LM_MAE",3,"ind_bm_ia",0.0166578948931223
"371","ELN_MSE",3,"ind_bm_ia",4.38981220705678e-06
"372","ELN_MAE",3,"ind_bm_ia",0.00104492743842746
"373","RF_MSE",3,"ind_bm_ia",0.0158854656771029
"374","RF_MAE",3,"ind_bm_ia",0.0176471821905658
"375","NN1_MSE",3,"ind_bm_ia",0.0162570818476954
"376","NN1_MAE",3,"ind_bm_ia",0.0154554721886018
"377","NN2_MSE",3,"ind_bm_ia",0.0156897717536569
"378","NN2_MAE",3,"ind_bm_ia",0.01646235947364
"379","NN3_MSE",3,"ind_bm_ia",0.0164346923111634
"380","NN3_MAE",3,"ind_bm_ia",0.0160056663623879
"381","NN4_MSE",3,"ind_bm_ia",0.0162194148927247
"382","NN4_MAE",3,"ind_bm_ia",0.0164232547093823
"383","NN5_MSE",3,"ind_bm_ia",0.0164103458218208
"384","NN5_MAE",3,"ind_bm_ia",0.0161104508140776
"385","LM_MSE",1,"ind_cash",0
"386","LM_MAE",1,"ind_cash",0.0157519753889553
"387","ELN_MSE",1,"ind_cash",0.00197956004073972
"388","ELN_MAE",1,"ind_cash",0.000504471995933111
"389","RF_MSE",1,"ind_cash",0.0104296389620426
"390","RF_MAE",1,"ind_cash",0.00422927424750054
"391","NN1_MSE",1,"ind_cash",0.0166824617433521
"392","NN1_MAE",1,"ind_cash",0.016897486847031
"393","NN2_MSE",1,"ind_cash",0.016349539061494
"394","NN2_MAE",1,"ind_cash",0.0167494191821805
"395","NN3_MSE",1,"ind_cash",0.0170249447313983
"396","NN3_MAE",1,"ind_cash",0.0167221633995331
"397","NN4_MSE",1,"ind_cash",0.0166435047801619
"398","NN4_MAE",1,"ind_cash",0.0168248036626492
"399","NN5_MSE",1,"ind_cash",0.0166533577732159
"400","NN5_MAE",1,"ind_cash",0.0168459389243614
"401","LM_MSE",2,"ind_cash",0.0105422155865078
"402","LM_MAE",2,"ind_cash",0.0165407049337458
"403","ELN_MSE",2,"ind_cash",0.00305191565205992
"404","ELN_MAE",2,"ind_cash",0.00211095423800303
"405","RF_MSE",2,"ind_cash",0.0171593397235579
"406","RF_MAE",2,"ind_cash",0.0175725262091754
"407","NN1_MSE",2,"ind_cash",0.0159923249256877
"408","NN1_MAE",2,"ind_cash",0.0171558768080801
"409","NN2_MSE",2,"ind_cash",0.0172109159763571
"410","NN2_MAE",2,"ind_cash",0.016973737153083
"411","NN3_MSE",2,"ind_cash",0.0171100558692669
"412","NN3_MAE",2,"ind_cash",0.0169747681196166
"413","NN4_MSE",2,"ind_cash",0.0177217850022349
"414","NN4_MAE",2,"ind_cash",0.0164046600205083
"415","NN5_MSE",2,"ind_cash",0.0171553890161385
"416","NN5_MAE",2,"ind_cash",0.0169021289126545
"417","LM_MSE",3,"ind_cash",0.00305477158380988
"418","LM_MAE",3,"ind_cash",0.0163935238247901
"419","ELN_MSE",3,"ind_cash",4.38981220705678e-06
"420","ELN_MAE",3,"ind_cash",0.00103508673111038
"421","RF_MSE",3,"ind_cash",0.0166480022905456
"422","RF_MAE",3,"ind_cash",0.0194032080821091
"423","NN1_MSE",3,"ind_cash",0.0134315378177591
"424","NN1_MAE",3,"ind_cash",0
"425","NN2_MSE",3,"ind_cash",0.0172666235192127
"426","NN2_MAE",3,"ind_cash",0.0113606311131258
"427","NN3_MSE",3,"ind_cash",0.0102687039306906
"428","NN3_MAE",3,"ind_cash",0.0102138811972823
"429","NN4_MSE",3,"ind_cash",0.0116962711797104
"430","NN4_MAE",3,"ind_cash",0.00261543016705558
"431","NN5_MSE",3,"ind_cash",0.0124748991511584
"432","NN5_MAE",3,"ind_cash",0.00275428980258936
"433","LM_MSE",1,"ind_cashdebt",0.0141440887495862
"434","LM_MAE",1,"ind_cashdebt",0.016711506886298
"435","ELN_MSE",1,"ind_cashdebt",0.00197956004073972
"436","ELN_MAE",1,"ind_cashdebt",0.000504471995933111
"437","RF_MSE",1,"ind_cashdebt",0.00982356864691662
"438","RF_MAE",1,"ind_cashdebt",0.0143875895983859
"439","NN1_MSE",1,"ind_cashdebt",0.0167018404696095
"440","NN1_MAE",1,"ind_cashdebt",0.0169359761144468
"441","NN2_MSE",1,"ind_cashdebt",0.016415058223055
"442","NN2_MAE",1,"ind_cashdebt",0.0168525201349731
"443","NN3_MSE",1,"ind_cashdebt",0.0170523028179707
"444","NN3_MAE",1,"ind_cashdebt",0.0168889647500264
"445","NN4_MSE",1,"ind_cashdebt",0.0166501686072831
"446","NN4_MAE",1,"ind_cashdebt",0.0169287445702459
"447","NN5_MSE",1,"ind_cashdebt",0.0166897313606501
"448","NN5_MAE",1,"ind_cashdebt",0.0168442539800514
"449","LM_MSE",2,"ind_cashdebt",0.0165934359938286
"450","LM_MAE",2,"ind_cashdebt",0.0167596220008549
"451","ELN_MSE",2,"ind_cashdebt",0.00305191565205992
"452","ELN_MAE",2,"ind_cashdebt",0.00211095423800303
"453","RF_MSE",2,"ind_cashdebt",0.0164665571545888
"454","RF_MAE",2,"ind_cashdebt",0.0180353109714007
"455","NN1_MSE",2,"ind_cashdebt",0.0155977419465749
"456","NN1_MAE",2,"ind_cashdebt",0.0168614333548457
"457","NN2_MSE",2,"ind_cashdebt",0.0170249990348167
"458","NN2_MAE",2,"ind_cashdebt",0.0167681448384421
"459","NN3_MSE",2,"ind_cashdebt",0.0167838489614634
"460","NN3_MAE",2,"ind_cashdebt",0.0168320887609578
"461","NN4_MSE",2,"ind_cashdebt",0.0172242044167715
"462","NN4_MAE",2,"ind_cashdebt",0.0164937713055777
"463","NN5_MSE",2,"ind_cashdebt",0.0171409011358484
"464","NN5_MAE",2,"ind_cashdebt",0.0167810782375484
"465","LM_MSE",3,"ind_cashdebt",0.0149007281865593
"466","LM_MAE",3,"ind_cashdebt",0.0164950045187244
"467","ELN_MSE",3,"ind_cashdebt",4.38981220705678e-06
"468","ELN_MAE",3,"ind_cashdebt",0.00104492743842746
"469","RF_MSE",3,"ind_cashdebt",0.0146468912413765
"470","RF_MAE",3,"ind_cashdebt",0.0189937038914224
